Timestamp	URL	Status Code
2014-04-24T23:22:46.483290	http://www.presidency.ucsb.edu/ws/index.php?pid=101962	200
2014-04-24T23:22:46.791933	http://www.presidency.ucsb.edu/ws/index.php?pid=78283	200
2014-04-24T23:22:47.040981	http://www.presidency.ucsb.edu/ws/index.php?pid=29613	200
2014-04-24T23:22:47.277310	http://www.presidency.ucsb.edu/ws/index.php?pid=29612	200
2014-04-24T23:22:47.494649	http://www.presidency.ucsb.edu/ws/index.php?pid=29611	200
2014-04-24T23:22:47.663713	http://www.presidency.ucsb.edu/ws/index.php?pid=29610	200
2014-04-24T23:22:47.821715	http://www.presidency.ucsb.edu/ws/index.php?pid=29609	200
2014-04-24T23:22:48.089088	http://www.presidency.ucsb.edu/ws/index.php?pid=29608	200
2014-04-24T23:22:48.377583	http://www.presidency.ucsb.edu/ws/index.php?pid=29607	200
2014-04-24T23:22:48.639711	http://www.presidency.ucsb.edu/ws/index.php?pid=29606	200
2014-04-24T23:22:48.953136	http://www.presidency.ucsb.edu/ws/index.php?pid=29605	200
2014-04-24T23:22:49.176481	http://www.presidency.ucsb.edu/ws/index.php?pid=29604	200
2014-04-24T23:22:49.413071	http://www.presidency.ucsb.edu/ws/index.php?pid=29603	200
2014-04-24T23:22:49.628390	http://www.presidency.ucsb.edu/ws/index.php?pid=29602	200
2014-04-24T23:22:49.848425	http://www.presidency.ucsb.edu/ws/index.php?pid=29601	200
2014-04-24T23:22:50.046154	http://www.presidency.ucsb.edu/ws/index.php?pid=29600	200
2014-04-24T23:22:50.244720	http://www.presidency.ucsb.edu/ws/index.php?pid=29599	200
2014-04-24T23:22:50.371148	http://www.presidency.ucsb.edu/ws/index.php?pid=29598	200
2014-04-24T23:22:50.578325	http://www.presidency.ucsb.edu/ws/index.php?pid=29597	200
2014-04-24T23:22:50.729575	http://www.presidency.ucsb.edu/ws/index.php?pid=29596	200
2014-04-24T23:22:50.856981	http://www.presidency.ucsb.edu/ws/index.php?pid=29595	200
2014-04-24T23:22:51.025897	http://www.presidency.ucsb.edu/ws/index.php?pid=29594	200
2014-04-24T23:22:51.187911	http://www.presidency.ucsb.edu/ws/index.php?pid=29593	200
2014-04-24T23:22:51.352281	http://www.presidency.ucsb.edu/ws/index.php?pid=29592	200
2014-04-24T23:22:51.530918	http://www.presidency.ucsb.edu/ws/index.php?pid=29591	200
2014-04-24T23:22:51.699849	http://www.presidency.ucsb.edu/ws/index.php?pid=29590	200
2014-04-24T23:22:51.848342	http://www.presidency.ucsb.edu/ws/index.php?pid=29589	200
2014-04-24T23:22:52.000129	http://www.presidency.ucsb.edu/ws/index.php?pid=29588	200
2014-04-24T23:22:52.155398	http://www.presidency.ucsb.edu/ws/index.php?pid=29587	200
2014-04-24T23:22:52.329367	http://www.presidency.ucsb.edu/ws/index.php?pid=29586	200
2014-04-24T23:22:52.473381	http://www.presidency.ucsb.edu/ws/index.php?pid=29585	200
2014-04-24T23:22:52.603267	http://www.presidency.ucsb.edu/ws/index.php?pid=29584	200
2014-04-24T23:22:52.760690	http://www.presidency.ucsb.edu/ws/index.php?pid=29583	200
2014-04-24T23:22:52.877814	http://www.presidency.ucsb.edu/ws/index.php?pid=29582	200
2014-04-24T23:22:52.993086	http://www.presidency.ucsb.edu/ws/index.php?pid=29581	200
2014-04-24T23:22:53.118237	http://www.presidency.ucsb.edu/ws/index.php?pid=29580	200
2014-04-24T23:22:53.239850	http://www.presidency.ucsb.edu/ws/index.php?pid=29579	200
2014-04-24T23:22:53.359901	http://www.presidency.ucsb.edu/ws/index.php?pid=29578	200
2014-04-24T23:22:53.485265	http://www.presidency.ucsb.edu/ws/index.php?pid=29577	200
2014-04-24T23:22:53.640644	http://www.presidency.ucsb.edu/ws/index.php?pid=29576	200
2014-04-24T23:22:53.841162	http://www.presidency.ucsb.edu/ws/index.php?pid=29575	200
2014-04-24T23:22:53.961649	http://www.presidency.ucsb.edu/ws/index.php?pid=29574	200
2014-04-24T23:22:54.087564	http://www.presidency.ucsb.edu/ws/index.php?pid=29573	200
2014-04-24T23:22:54.208871	http://www.presidency.ucsb.edu/ws/index.php?pid=29572	200
2014-04-24T23:22:54.433983	http://www.presidency.ucsb.edu/ws/index.php?pid=101961	200
2014-04-24T23:22:54.695943	http://www.presidency.ucsb.edu/ws/index.php?pid=78545	200
2014-04-24T23:22:55.002374	http://www.presidency.ucsb.edu/ws/index.php?pid=25850	200
2014-04-24T23:22:55.325602	http://www.presidency.ucsb.edu/ws/index.php?pid=25849	200
2014-04-24T23:22:55.600619	http://www.presidency.ucsb.edu/ws/index.php?pid=25848	200
2014-04-24T23:22:55.929942	http://www.presidency.ucsb.edu/ws/index.php?pid=25847	200
2014-04-24T23:22:56.198388	http://www.presidency.ucsb.edu/ws/index.php?pid=25846	200
2014-04-24T23:22:56.500874	http://www.presidency.ucsb.edu/ws/index.php?pid=25845	200
2014-04-24T23:22:56.773722	http://www.presidency.ucsb.edu/ws/index.php?pid=25844	200
2014-04-24T23:22:57.026549	http://www.presidency.ucsb.edu/ws/index.php?pid=25843	200
2014-04-24T23:22:57.266769	http://www.presidency.ucsb.edu/ws/index.php?pid=25842	200
2014-04-24T23:22:57.482802	http://www.presidency.ucsb.edu/ws/index.php?pid=25841	200
2014-04-24T23:22:57.675375	http://www.presidency.ucsb.edu/ws/index.php?pid=25840	200
2014-04-24T23:22:57.932789	http://www.presidency.ucsb.edu/ws/index.php?pid=25839	200
2014-04-24T23:22:58.126338	http://www.presidency.ucsb.edu/ws/index.php?pid=25838	200
2014-04-24T23:22:58.290981	http://www.presidency.ucsb.edu/ws/index.php?pid=25837	200
2014-04-24T23:22:58.449602	http://www.presidency.ucsb.edu/ws/index.php?pid=25836	200
2014-04-24T23:22:58.605750	http://www.presidency.ucsb.edu/ws/index.php?pid=25835	200
2014-04-24T23:22:58.771379	http://www.presidency.ucsb.edu/ws/index.php?pid=29640	200
2014-04-24T23:22:58.926097	http://www.presidency.ucsb.edu/ws/index.php?pid=29639	200
2014-04-24T23:22:59.082579	http://www.presidency.ucsb.edu/ws/index.php?pid=29638	200
2014-04-24T23:22:59.254521	http://www.presidency.ucsb.edu/ws/index.php?pid=29637	200
2014-04-24T23:22:59.408933	http://www.presidency.ucsb.edu/ws/index.php?pid=29636	200
2014-04-24T23:22:59.621451	http://www.presidency.ucsb.edu/ws/index.php?pid=29635	200
2014-04-24T23:22:59.782469	http://www.presidency.ucsb.edu/ws/index.php?pid=29634	200
2014-04-24T23:22:59.938077	http://www.presidency.ucsb.edu/ws/index.php?pid=29633	200
2014-04-24T23:23:00.124637	http://www.presidency.ucsb.edu/ws/index.php?pid=29632	200
2014-04-24T23:23:00.282371	http://www.presidency.ucsb.edu/ws/index.php?pid=29631	200
2014-04-24T23:23:00.434214	http://www.presidency.ucsb.edu/ws/index.php?pid=29630	200
2014-04-24T23:23:00.562263	http://www.presidency.ucsb.edu/ws/index.php?pid=29629	200
2014-04-24T23:23:00.696599	http://www.presidency.ucsb.edu/ws/index.php?pid=29628	200
2014-04-24T23:23:00.838807	http://www.presidency.ucsb.edu/ws/index.php?pid=29627	200
2014-04-24T23:23:00.953532	http://www.presidency.ucsb.edu/ws/index.php?pid=29626	200
2014-04-24T23:23:01.131785	http://www.presidency.ucsb.edu/ws/index.php?pid=29625	200
2014-04-24T23:23:01.254440	http://www.presidency.ucsb.edu/ws/index.php?pid=29624	200
2014-04-24T23:23:01.385209	http://www.presidency.ucsb.edu/ws/index.php?pid=29623	200
2014-04-24T23:23:01.508196	http://www.presidency.ucsb.edu/ws/index.php?pid=29622	200
2014-04-24T23:23:01.638933	http://www.presidency.ucsb.edu/ws/index.php?pid=29621	200
2014-04-24T23:23:01.763124	http://www.presidency.ucsb.edu/ws/index.php?pid=29620	200
2014-04-24T23:23:01.890858	http://www.presidency.ucsb.edu/ws/index.php?pid=29619	200
2014-04-24T23:23:02.037380	http://www.presidency.ucsb.edu/ws/index.php?pid=29615	200
2014-04-24T23:23:02.220420	http://www.presidency.ucsb.edu/ws/index.php?pid=29570	200
2014-04-24T23:23:02.373663	http://www.presidency.ucsb.edu/ws/index.php?pid=25851	200
2014-04-24T23:23:02.523303	http://www.presidency.ucsb.edu/ws/index.php?pid=29618	200
2014-04-24T23:23:02.750985	http://www.presidency.ucsb.edu/ws/index.php?pid=29617	200
2014-04-24T23:23:02.877392	http://www.presidency.ucsb.edu/ws/index.php?pid=29616	200
2014-04-24T23:23:03.007169	http://www.presidency.ucsb.edu/ws/index.php?pid=29571	200
2014-04-24T23:23:03.127968	http://www.presidency.ucsb.edu/ws/index.php?pid=29614	200
2014-04-24T23:23:03.248919	http://www.presidency.ucsb.edu/ws/index.php?pid=25857	200
2014-04-24T23:23:03.377588	http://www.presidency.ucsb.edu/ws/index.php?pid=25856	200
2014-04-24T23:23:03.523004	http://www.presidency.ucsb.edu/ws/index.php?pid=25855	200
2014-04-24T23:23:03.642404	http://www.presidency.ucsb.edu/ws/index.php?pid=25852	200
